Reviews,Sentiment
is waqiye par un ki raye janni chahi to wo bole ye baat bilkul ghalat hai meri niyat mein koi kharabi nahi thi full tos leg spiner se bhi kabhi kabhar gir jata hai,0
intikhab alam ne bachpan mein jo qatal o gharat giri dekhi is ki yad aaj bhi larzah deti hai,0
oval tesm mein asif iqbal ke sath yadgar partnership ki yad tazah karte howe bataya ke test mein meri bayein ankh mein bohat taqlif thi is leye mera batting order niche hota gaya lekin aik marhale par kujhe jana hi para is waqat par khilari out hochuke the asif iqbal se main ne kaha ke main stand don ga rafta rafta meri ankh ki taqlif kam ho gai,0
pur bani hotel jahan team tehri thi wahan se airport minute ke fasle par tha lekin unhen wahan pohanchne mein derh ghanta lag gaya,0
ye sab aik pizzay k coupon k liye likha gaya tha jo ab tak aap k hath nahi laga hai,0
remotely activate kar k bachoon ko pareshan kiya jaye,0
un ko yakeen tha tha k bomb banaya ja raha hai aur hamain ye sakhti se bata diya gaya k agar kuch bhi karachi main phata to wo phaswa dain gay,0
break main bajane ki koshish ki nakaam rahay,0
remote k button daba daba halkan hogaye lekin buzzer ne choon tak na ki,0
khuwar sahab kharay play dekhte rahay jab tak peons ne bhaga na diya,0
badshah salamat chonk gaye,0
ye to garbar thi,0
janab hashir ko bata na paye class k baad,0
chala nahi hum se,0
aur jab aakhri class thi meri to tab bhi wo baj raha tha,0
pakar liya tha aap k ciruit ko bachoon nay,0
sir cheethray bewakoof,0
badshah salamat si sir mujhe milay hain cheethray circuit k,0
battery nikal letay,0
badshah salamat sorry sir agar disturbance huwi to,0
dil halak main agaya,0
halat aur kharab ho gayi,0
phir bachoon ne circuit uthaya aur pagal hogaye,0
cheena jhapti shuru hogayi,0
bachoon ko lag raha tha k kiya design banaya hai,0
kafi tareefain thookeen uski aap ne,0
asliat kuch mukhtalif thi,0
kahani ka khulasa ye k circuit ne wo sab kiya jo aap chahte thay siwaye aap ki marzi se chalne k,0
apni khuwari ki riwayat ko barkaraar rakhte huwe aap ne ghalat section ka chunao kiya aur us main ja k baith gaye,0
section a main classes huween functional english aur bel ki jab k section b main kuch nae huwa,0
se tak bezaar huwe aur phir sir waqar ne pehchan liya,0
classes k baad telecommunications depart main sentec room main ja kr baith gaye aur bhool bhulaiya ko paar karnay ki tarakeeb nikaltay rahay,0
wheelie marnay ki koshish se mayoos rahay kyoon k agla wheel hath main agaya tha,0
wo pedal tornay main kamyaab rahay,0
pedal bag main dal kr khuwaar sahab ne mazeed khuwaar honay samad sahab k ghar janay ki thani,0
bahana ye tha ka robot banayen gay,0
robot ka kaam mukammal nahi huwa tha,0
bilal sahab ko hoo bc,0
aglay din aakhir kaar classes aik adad halo meray sath naam ka play jis main pehle terrorists ne firing ki phir army ne firing ki phir speakers main se firing ki awaz ai aik adad motivational speaker jo aglay saal main aap apnay aap ko kaisa dekhtay hain janna chahtay thay jawab tha zindah do adad breakdancing k naam per popping karnay walay jin main se aik janab phir se agye thay aur dhair sari langri,0
jaldi k chakar main program transfer hotay huway corrupt hogaya,0
attempt k doraan program transfer karnay ki koshish jz sahab ko namanzoor rahi,0
aik k baad aik attempt hath se phisal raha hai aur robot joon ki toon khari hai,0
ab sirf imagine kijiye imtihan ki ghari hai robot k wheels ghomnay se inkar kar rahay hain hashir sahab kharay robot ko dhakkay mar rahay hain sab shor macha rahay hain jz bhai ne ghari nikal rakhi hai aur aik ajab afratafri si chayi hai,0
un k pass aik robot thi jo chal nahi rahi thi,0
kuch hi dair main naak kat chuki thi jo do char loog support main thay wo bhi ahista ahista khisak rahay thay gulzar sahab ko bilal sahab laptop rakhne ki best jagah suggest kar rahay thay aur hashir sahab moun band kar k baith gaye thay,0
wo bolay k aap ye e knights ki robot istemaal farma rahay hain jis ki ijazat nahi hai,0
section a ne phir apni robot ka istimaal kiya jis ne arena ki waat mar di,0
section a k hazraat o khwateen stage per robot ko chala kar dekhna shuru hi kiya tha k jz bhai aan paray,0
ayn waqt per batteries ne jawab de diya,0
jz sahib ne batteries badalna napasand farmaya,0
phir sab mayoos ho kr galiyan zubaanon per liye gharoon ki janib rawana huway,0
hamary azeez tahir electrical walay k alfaaz main aaj ka din bhand+bhandbhand umeed hai kisi ko kabhi bhi aisa din na dekhna paray,0
is tarha se is nakamion k silsilay k baad sentec ki kahani ka ikhtitaam hota hai,0
dastar khuwan per baithnay aur boti moun main dalnay ki dair thi k light chali gai,0
kuch dair k baad aap aaram aur sukoon se laitay clash of kings george r r martin ka mutalia kar rahay thay k light phir chali gai,0
phir cancellation k process ka aghaz huwa,0
apnay walid sahab se phone manga kyoon k aap k apnay main balance nahi tha,0
nahi mila,0
aakhir raha na gaya,0
bachay dhoka dhoka,0
ga rahay thay pool main keeray aur na janay kya kya tha unlimited kachori ka wajood hi nahi tha khana khanay k liye apnay aap ko dhoop main sukhana par raha tha salaad main onions do din puranay thay aur unlimited mocktails k nam per coolers main tang aur pani ka aik garha ras mil raha tha jab khuwaar sahab ko pakka yaqeen hogaya k udhar k paise doob gaye hain,0
janab farab saath chor bhag khare huwe,0
scene pe scene huwa,0
unhoon ne kamaal aur ghayas sahibaan k samne badshah salamat ki tarrefain shuru krdeen,0
waghaira kaafi tarrefain aur hamare khoob choray hojanay k baad wo tashreef lejane lageen,0
awkward silence chaa gai,0
andaza to humain tha k kuch daal main kaala hai lekin tashreef farmaan hogaye point main,0
akhir darwaza baja baja k rukwai beech road k bait ul mukarram se chand qadam k faasle per aur mujhe conductor sahab ne pyar se samjhaya,0
yahan nahi rukti hai ye,0
allah allah kr k aye,0
ander aik molana sahab ne conductor k kaproon se kuch mail saaf kr liy jo bus ki rail ko pakarne se un k haathoon pe lag gaya tha,0
aap ko aaj ye revelation hoi k shaid just maybe loog ratt k presentation dete hain,0
in other news ajeeb baatain karne ki malika english ki madam sahiba aaj aik nai realization se robaro hoin,0
ye kya hogaya aap ko bara afsoos huwa k aap ne ye pehle kyoon nahi socha ye ajeeb bache hain,0
ratay hain,0
matlab ye direct presentation kyoon nahi daite,0
aur aap jese teachers ko jin ko serious topics formal dressing articulation posters no jokes movement confidence aur najane kya kya ki zarorat paish aati hai se aur kaise deal kare banda aap ki samajh k bahar hi rahi,0
aap ko phir buhat ghussa ayya k ye jo teacher party hai wo bachoon ko ghalat ratte marne ki training de rahe hain,0
phir aap ne conviniently marks kaate aur jidher bhi aap rehti hain wahan tahsreef le gain,0
schematic jaib main hi reh gaya circuit bag main badshah salamat families only k parks main her noiyyat ka khana kha aye,0
likha coat hai bhaj sweeter di hai wo b gandi si class si hate it yar,0
bilkul class quality hy bakwas,0
dikhaty kuch hain or bhejty kuch or,0
iski price kya ha aur delivry charges totaly hy ya delivry charges,0
kapra mota nhi hy but kisi t shirt k uper chl jae ga fashion k tor pr but advice hy mat lo,0
bht e ghatia fabric jo pic main nazar a ra wo ye chez e nai hi im really disappoint main first time daraz say eperience kiya or bht bura eperience rha,0
bilkul bekar kapra hai,0
jo mujhe mila hai hoodie wo ye hai hi nhi i want to return it they sent me an uper ehich is only vey i hate it tell me how to return it and its gona b my last order on daraz,0
bakwas,0
but mujhy bhi tak recieved nhi howa kb tak recieved ho ga,0
waisay pehnnay waghera mein garam hai liken quality thori halki lagi mujhay iski kyunkay thoray he dinn mein purani purani si lagnay lagi,0
price kay hisaab sey quality achi farham ki gayi sardiyon kay liye mufeed sabit hui kyunkay kapra kafi garam hai,0
bekkar quality,0
lol yeh tw kisi bachay k shorts lag rhe hain meine socha tha yeh pehen k gyming krna easy hoga lekin yeh pehnoon kese yehi soch k pareshan hoon upar se stitching b kharab hai aur kapre ka tw haal batane k laiq hi nahi hai is se ziada bura eperience kapron k hawale se kabhi nahi raha mera,0
ya daraz jaise dhakta ha waise ni ha yaha pa ghalt ghalt items bhj deta han ma na fitness band liye tha lkn us ma bluetooth hi ni tha,0
bakara hei,0
i dam bakwas jo pic me he wo nhi mily ga neck size kafi bara he low quallity cloth same colour bhej diye,0
begart log secand hand products sell kar rahy in ko daraz sa nikal dana chay bludy peoples,0
bhai kesa inho ne pic me dikhaya hai waisa product nahi hai ye mustard chino nahi balke orange denim pant hai daraz se kabhi koi cheez order mat kia karen,0
fazool shirt fazool print kabhi na kharidna,0
main ne jo order kiya wo shirts mujhe nhi bejhi simple colour black green and white bejh di galat chezain dene lag haya hai ye seller,0
dont buy this product it have so bad quality material yeh bilkul ghatiya kisam ka kapra hai jis tarah pic mein dikh raha hai aisa bilkul bhi nhi,0
intehayi bekaar quality ki shirt hai after wash color chorr diya or shrink bhi hogayi also fabric bhi ajeeb hai,0
bakwas tareen trouser hai yahan koi aur colors aur asal main koi aur kapra bi bohat harab hai paisay zaya karnay wali baat hai,0
is mai size nai milta hai mai ne ek order lagwaya tha lekin wo nai aya balke is mai size b nai milya hai,0
is price mai yah chiz bohat achi haaa,0
itna fazool juta,0
ik bar hi pehne aur kaam tamam ho gya,0
iss sandal ki quality bohat low hai iska material itna halka hai k pair k neechay agr koi chota sa pathar b ajata hai tw wo chubhta haii walk krne mein b comfortable nahi hai bs sahi hai koi bohat khas nahi hai durable b nahi lagti,0
market se yehi pack to rs main mill jata hai,0
flavour sent nahi kiye jhot bolny lagae hain yeah loug just ce bhj dya,0
waste of money ik name likhny ko kaha tha wo likha tou tha lykin aisa jaisay print dikahaya hai bilkul nh so do nt buy,0
yeh cheez abhi tak mujhe milli he nahi hai is ki jaga pe kuch aur he bejh dia hai aap logon ne jo mne return kia hai par us bhi pta nhi koi contact nhi ho pa raha thn,0
bilkul he fuzool bekaar aur kisi bhi kaam ka nahi hai ye product iski quality tou boht he koi low hai ke maza he nahi aaya zara bhi pata nahi aisay quality ka product kaisay bachaye ga phone ko paani se khilona lag raha tha koi tou mjhe nahi pata ke ye meray kisi kaam bhi aayega ya nahi boht bura eperience tha,0
koi fark nahi parha isko lagany se totally waste of money,0
mask hath me ate he bht afsos hua jo design order kya tha wo ni aya fake chez bheji kya ap log change kr skte hain,0
ooh my god my dear i purchase same helmet from from market in just rupeesallh ka khouf kro,0
atna low qualty tha fist day hi toth giya cash zaya ho giye es ko lay ky market main es say achy mil jaty han,0
market my ye charger ka milta hy same is company wala,0
bro yea chez mea ny rs ki li hy ap yahan keasy ki beach rhy hain,0
bhi ye lights mat lyna mujhy kharb lights den hn plz nhi lyna ye light,0
magnetic nahi bal k rupey waley cup hn itna joot to na bolo ka set muje me mila,0
alaikum salam teekh hoon bas thora sa perishaan hoon mein college ki cheesay neya saal ka liye tyaar karna hai aur yeh saal bohoot mushkil ho go mera liye to inshallah accha karney ki liye dua karay merey liye,0
mujhe thori si sharam aati hai kah years karachi mein rehna ka baad bhy mujhe aik lafz bhy nai aata sindhi ka,0
main hoon sindhi but afsoos ki baat hai ke mujhe itni achi nahien aati,0
is mein pakistani riyasat ka kitna kasoor hai,0
waise siwaye class ke ilawa hum ne sindhi school main nahien seekhi hai,0
yay thread is tarah kaafi lambi hojaye gi aur nayi posts ko dekhna mushkil hojaye ga,0
kia scene hay laundon,0
march ko janab altaf hussain ke walid mohtaram nazeer hussain ka inteqal huwa aur walida mohtarma ka intaqal december ko huwa,0
ibtadai taur par tarbiat karachi cantt say shuru ki phir hyderabad cantt muntaqil ho gay iss dauran mashriqi pakistan mein jang chir gai,0
jamia karachi say bpharmacy kar nay kay baad mpharmacy mein dakhla leya lakin university chornay par majbur hogaye,0
ye tulba tanzem fouran iss qadar mqbul hogai kay dusri tulba jamaton ka nishana bannay lagi,0
jo iss ki maqboiyat say ahsas e adam tahaf fuz ka shikar ho gai thein,0
yon university campus mein aaye roz tashaddud ka silsilah shuro hogaya,0
altaf hussain ko pehli bar august mein griftar kar leyah gaya aur woh nou mah tak qaid mein rahay,0
karachi kay tamam ilaqon korangi golimar maler new karachi fb area nazimabad gizri kay tamam karachi mein mqm ka tuti bolnay laga,0
mein iss kay tashkeeli dour mein karachi mein lasani fsadat ka aagaz hua to mqm aik bari siasi jamat ki haisiat say samnay aie in fasadat nay altaf hussain ki shohrat aur badnami donon mein azafa kiya,0
sindh mein barhtay huay tashddud kay waqayat mein fouji operation ka agaz june ko hua,0
mqm apni suhrat ki wajah say iss operation ka khasusi nishana bani,0
iss daur mein mqm pur tashdud amaze siasat mein hissa lanay aur torture sell chalanay kay ilzamat lagaye gaye,0
altaf hussain aur un kay sathiyon par qatal aur dosray jaraim kay hawalay say moqadmat qaim keye gaye,0
iss daur mein altaf hussain aur unkay sathiyon kay darmian akhtalafat nay janam leya aur yuon alehdah afaq ahmed amir khan bader iqbal mansoor chacha nay alag hokar apni jamat mqm haqiqi ki buniad rakhi,0
amir khan kuch arsa pehlay janab altaf hussain aur unki jamaat muttahida qaumi movement say apni ghalti ki maafi mang kar muttahida mein shamil hogaye hain,0
youn altaf zardari bhai bahi ka nara samnay aya,0
altaf hussain aaj bhi london mein moqeem hain aur wahan party ke international secretariat se party ke muamalat chala rahay hain,0
altaf hussain par bohot say ilazmat lagaye gai hain,0
unhain dahshatgard aur qatil tak kaha gaya hai,0
tamam hukumaton ki taraf say unhain aik mujrim sabit karnay ki koshish ki gaie hai,0
naserullah babar imran khan aur zulfikhar mirza jaisay logon nay britannia jakar bhi unkay khalaf qanuni karwai kar nay ka alan kia lakin iss sab kay bawajud woh apni jagah par qaim aur mustehkam hain,0
altaf hussain ki maqbuliat mein har guzartay din kay sath azafa hi hua koi kami nahi aie aur na unkay mokhalif apnay tamam tar dawon kay bawajud unhain hilanay mein nakam rahay,0
altaf hussain pakistan say bahar honay kay bawajod pakistani siasat mein aik aham markaz ki haisiat rakhtay hain aur unki taqarer aur bayanat hamashah am o khas ki tawajjah hasil kartay rahay hain,0
pakistan mein nro kay silsilay mein jo shuro galga utha woh isi waqt thamnay mein aya jab janab altaf hussain nay nro ki mokhalfat kartay huye sadar e pakistan janab asif ali zardari ko mashwarah dia kay woh doston ki baat manain aur agar pakistan mein istehkam lanay kay silsilay mein unhain koi qurbani bhi daina paray to woh us say draig na karain,0
altaf hussain ki taraf say do tok alfaz samnay anay par aik dam sab kuch thanda par gaya aur wazeer e azam ki taraf say nro ko manzuri kay leye parliament mein pass na kar nay ka alan kar dia gaya,0
altaf hussain ka ye musbat faisla jahan unki sakhsiyat ko mazeed mustehkam kar nay ka bais bana wahein iss say ye bhi zahir hua kay pakistan mein na rehnay kay bawajud unki baton mein katna wazan aur ahmiyat rakhti hai,0
july ko zia ul haq nay pakistan mein martial law lagadia jis ki waja say zulfiqar ali butto ko takhtadar ka moun dakhna para aur benazir bhutto ko harasat mein lalia gaya,0
say tak ka arsa benazir bhutto nay mukhtalif jaloon mein qeaid o band ki sobatain jhaltay mukhtalif muqamaat per nazar band rehkar guzara,0
iss doraan inhun nay mah ki qeaid e tanhaye bhe kati,0
mein reha honay kay baad woh khud sakhta jila watni kay tehat saal kay lia england chali gayein,0
august mein woh apnay bhi shanawaz bhutto ki tadfeen kay lia watan lotein jissay france kay sahar canes mein zahar day kar halaq kardia gaya tha,0
december ko inn ki shadi asif ali zardari say hoye,0
kay intekhabat mein iji nay akasariyat hasil ki aur nawaz sharif wazeer e azam pakistan banay,0
march ko mulki halaat kay pesh nazar nawaz sharif nay apnay sathiyon samat wazarat e uzma say istafa day dia aur sadar ghulam ishaq khan nay assembly tehleel kardi,0
inn sab kay bawajud halat ki kashidgi barqarar rahi aur yeh kashedgi us waqt uroj per pahonch gaie jab benazir kay chotay bhai mir murtaza bhutto ko unki apni bahan kay ahde hukumat mein aik intahaye masqooq police maqblay mein sath sathiyon samat halaq kardia gaya,0
murtaza bhutto ki halaqat ko sarkari qatal qarar deya geya aur asif ali zardari ko iska zemma dar tehraya gaya,0
november mein sadar farooq ahmed leghari nay mukhtalif ilzamat kay tayhat benazir bhutto ko unkay uhday say mazol kar deya aur assemblyan tor dein,0
benazir bhutto per mukhtalif moqadmat qaym kar kay adalti karwai ki gae laykin issi dauran woh mulk say bahar chali gayein aur khud sakhtah jila watni ikhtyar kar li,0
moqadmat chaltay rahay aur asif ali zardari ko sal say zaid arsay ki qeid bhugatni pari,0
benazir bhutto aur jamhuraitnawaz sharif jab pervez musharraf ki kay shikar hokar jila watan honay per majbor huye to iss tajurbay nay unhain aur benazir bhutto ko bhi bahot kuch sochnay par majbur kar deya,0
ard nay general pervez musharraf ki hukumat kay khelaf bhar pur mazahmat ka alan keya,0
jab may mein london mein nawaz sharif aur benazir kay darmayan jamhurait par dastakhat huya jis kay tayhat donon nay jamhuryat ko bahal karnay aur aik dosray kay khaylaf istaymal na honay ka faisla keya,0
dosri pesh qadmi iss waqt huie jab july ko abu dhabi mein general pervez musharaf aur benazir bhutto kay darmeyan aik aham mulaqat huie jis kay baad peoples party ki chairperson taqriban sarah saal ki jila watni khatam kar kay october ko watan wapis ayein to unka karachi airport par faqedul misal istaqbal keya gaya,0
benazir bhutto ka karwan shara e faisal par mazar quaid ki janib barh raha tha kay achanak zordar dhamakay huye,0
inn dhamakon mein paunay do sau kay lag bhag afrad jan bahaq huye aur sankron zakhmi hoye,0
qiamat e sughra kay iss manzar kay dauran benazir bhutto ko bahefazat bilawal house paucha deya gaya peoples party ki chairperson jab apnay bachchon bilawal bakhtawar aur asifa say milnay,0
dobarahdubai gayein to mulk kay andar general parvez musharraf nay november ko emergency nafiz kar di,0
iss surat hal mein peoples party nay maidan khali na chornay ki hikmat amli kay tayhat tamam halqon mein umedwar kharay keye aur kaghzat e namzadgi jama karay,0
agar chay ard kay faislay kay tahat nawaz sharif nay bhi intekhabat mein hissah na lanay ka faisla keya tha lakin benazir bhutto nay unhain qayel keya kay herkaron ko khuli chott na de jaye aur halat khwa kaisay bhi hon intekhabat mein hissah zarur leya jaye,0
intekhabat mein chalaie janay wali mohim kay dauran december ko benazir bhutto liaqat bagh rawalpindi say aik jalsay amm say khitab kar kay bahar nikal rahi thein kay unki gari par fairing huie aur uskay sath hi aik falak sagaf dhamaka hua,0
benazir bhutto jo us waqt awam kay purjosh naron ka jawab daynay kay leye gari kay hawadan say bahar nikli khari thien buri tarha zakhmi huien aur thori hi dair mein khaliq e haqiqi say jamilien,0
khuch arsay baad nawaz sharif punjab kay sobai council ka hissa rehnay kay baad mein punjab kid sobia kabina mein bator wazeer e khazana huya,0
kay amm intaykahbat general election mein mian nawaz sharif qaumi aur subai assembly ki seaton pay bhari aksaryat say kamyab huye,0
april ko nawaz sharif nay panjab kay wazir e alla ki hasyat say halaf uthaya,0
iss kay sath sath mohtarma benazir bhutto ki hukumat kay sath sath unki ikhtilafat bhi chalti rahi unhon nay mohtarmah benazir bhutto kay khaylaf tahrek adam ataymad mein barh carh kar hissa leya lakin kamyabi hasil na kar sakay,0
markaz aur suba punjab kay darmyan kashidgi ki fiza baqarar rahi ta waqat kay august kay roze sadar ghulam ishhaq khan nay benazir buttu kid hukumat khatam kar deya,0
iss ithad nay intaykhabat mein numayan aksaryat say kamyabi hasil ki aur november kay roze nawaz sharif ko palimony leader chun leya geya,0
november ko nawaz sharif nay wazeer e azam ki haisiyat say halaf uthaya,0
app nay pehlay daur hukumat mein kaye aham aqdamat keye lakin iskay sath sath people party kay sath sath kashedgi ka silsila jari raha,0
mulk ki saisi surathal tahal puri tarah bahal nahein hui thi iss par hukumat aur aik bari siasi jamat ki mahaz arai nay jalti par tail ka kaam keya,0
benazir bhutto ki tarah nawaz sharif bhi panch saal puray nahi kar sakay aur president ghulam ishaq khan nay unki hukumat ko bhi taqriban unhi ilzamat kay taihat rukhsat kar deya jo pehlay benazir bhutto ki hukumat per lagaya gaya thay,0
agar chay mulk ki adalat e uzma nay aik ayni muqadmay kay baad unhain dobarah un kay uhday pay bahal to kar deya lakin phir bhi july mein sadar ghulam ishaq khan kay sath mian nawaz sharif ko bhi apnay uhday say istayfa dayna para,0
unkay daur e hukumat mein nawaz sharif datkar unki mukhalfat kartay rahay,0
nawaz sharif nay june ko qaumi assembly mein mehran bank scandal mein sadar pakistan kay maluwis honay kay sabot faraham keye,0
june ko bujat par bahas kartay huyae kaha kay bajat masakh shudah haqayaq ka majmua hay july ko aik baray jalsa e amm say khaytab kartay huay kaha kay ajj mulk ko tornay walon ki aulad aqtaydar mein hay,0
mujhay aqtaydar milay na milay unhain jana hoga unhon nay benazir hukumat kay khatmah kay leyeh tahryk najat ka alan keyah november ko parlimant kay mushtarkah ijlas mein apozishan ki janib say zabardast ahtayjaj hua aur sadar kay khaytab ka mokammal tour par batkat keya geya,0
november ko sadar farooq ahmad khan leghri nay benazir hukumat ka khatma kar deya aur february mein election kar waye un election mein mian nawaz sharif ko zabardast kamyabi huie aur woh dobarah wazir e azam bangaye kay intakhabat kay baad mulki ki tareekh mein pahli martabah koi wazir e azam atna bhari mended lay kar aqtaydar mein ayaiss matabah wazir e azam bantay hi nawaz sharif nay athwein tarmem ka khatma kar deya jis kay tayhat koi sadar hukumat ko khatam kar nay ka akhtayar rakhta tha,0
mulki satah par unhon nay utaro mulk sanwaro ki iskeem kay tayhat awam say paisay lay kar mulki qarzay utarnay ki mohim shuru ki jo agarchay kamyabi say hamkinar na hosaki lakin awami yaqjehti ka aik mazhar ban kar samnay aye,0
nawaz sharif dour mein bhi establishment kay sath nawaz sharif ki khan cha tani ka silsila jari raha pehlay chief justice supreme court sajjad ali shah say mian nawaz sharif kay akhtalafat huye jis mein unhain kafi kamyabi rahi iskay baad fouj kay sar barah general jahangir karamat ko unhon nay rukhsat keya,0
inn kamyabiyon nay unkay ataymad ko barah deya aur unhon nay pak fouj kay dosray sarbarah general pervaiz musharraf ko bhi chand ikhtilafat ki bina par bar taraf kar na chaha lakin iss martaba unhain kamyabi hasil na hosaki,0
general pervaiz musharraf ki sarbarahi mein unkay khaylaf fouji bagawat huie aur fouj ka kirdar qaumi sayasat mein kam kar nay ki yeh dyanat daranah koshish unkay leyeh afat ban gaie,0
october ko fouj ki taraf say nawaz hukumat khatam honay kay bad nawaz sharif par moqadma chala jo shazish case kay nam say mashoor huya,0
iss mein agwa aur aqdam e qatal kay ilzamat shamil thay,0
pervez musharraf kay sath aik khufia mohaiday kay baad nawaz sharif saudi arab chlay gaye,0
aik arsa tak nawaz sharif jaddah mein moqem rahay iss kay bad mulk mein jamhuryat ki bahali kay leye unhon nay mohtarma benazir bhutto kay sath milkar koshishon ka agaz keyah aur meshaq jamhuryat ki shakal mein aik tarykhi dasta wyz samnay layeh,0
august ko adalat nay sharif khandan ki darkhast par fayslah sunatay huay unki watan wapsi par hukumty aytayrazat rad kartay huyae puray khandan ko watan wapsi ki ayjazat daydi iss say pahlay nawaz sharif ki watan wapsi ki aik koshish nakamy say hamkinar hochuki thie bahar hal iss martabah unhain apnay maqsad mein kamyabi hasil huie aur november ko woh apnay khandan kay himrah lahore pahonch gayae,0
nawaz sharif nay un intaykahbat mein bazat e khud hissah nahi leya magar aik aham quait kay tour par seyasi manzer namay par moujud rahay,0
wukla tehreek kay daouran mazole chief justice iftekhar muhammad chaudhry ki bahali kay leye nawaz sharif nay bhar pur balkay kalidi kirdar ada keya iss kay alawa nro jaisay badnam zamana qanun ko parliament say manzoor nahi karwanay kay silsilay mein bhi mian sahab ka kirdar sab say zayadah ahmeyat kay hamil raha,0
iss waqt woh go mulk ki sarbarahi kay uhday par fayz nahin lakin agar ahmyat kay aitabar say daikha jaye to nawaz shareef ko pakistani sayasat ki sab say aham saksiyat qarar deya jasakta hai,0
in ki private zindagi ke is kamzor pehlon ki tasdeeq marcus mabry ne bhi ki hai,0
condoleezza rice auhd o shabaab mein aik naujawan american footballer rick upchurch se raah o rasam rakhti thin lekin aik arsey tak saath rehne ke bad inhe yeh bataya gaya ke mazkoora naujawan se in ki shadi kamiyab nahi hogi chunache inho ne is se laa talluqi ikhteyar kar ke shadi na karne ka faisla kar liya par wo taa haal qaiym hai,0
baras ki umar mein jab inho ne apne barey mein khud faisle karne shuru kiye to inho ne is haqiqat ka bhi saamna kiya ke musalsal koshishon ke bawajood wo piano bajane mein itni maharat hasil nahi kar sakin ke inhe professional pianist qarar diya ja sake chunache pianist banne ka khayal dil se nikaal kar inho ne shobaa siyasiyat ka rukh kar liya,0
tahum bad mein barhe paimane par tabahi phelane wale hathiyar baraamad na hone par condoleezza rice ko zabardast tanqeed ka saamna karna parha,0
condoleezza rice par is hawale se bhi tanqeed ki jati hai ke inho ne he america ke khilaaf sargarmiyon mein mulawwis alqaida ke arkaan ke khilaaf water boarding jaise azziyat rasani ke jadeed aur mohlik tariqe istemal karne ki tajveez bush administration se manzoor karai thi,0
condoleezza rice ke khayalat ke tanazur mein in ka shumar america ke qadamat pasand aur riwayaat pasand logon mein kiya ja sakta hai maslan george bush ki sadarti mohim ke dauran wo aelania kaha karti thi ke isqaat hamal par pabandi aaiyd honi chahiye,0
rice ne isqaat hamal ke khilaaf mohim chalane wale logon aur tanzeemon ko fund dene ki himayat karte hue kaha tha,0
condoleezza rice ko awaiyl umer mein apni siyah rangat ke baiys nasli imtiaz ke waqeyaat ka bhi saamna karna parha tha,0
inhe hotel mein kam darjey ka kamra diya jata,0
departmental stores mein goron ko fauqiyat di jati aur restaurant mein inhe qadrey veeraan nashiston par khana khana parhta tha,0
aur mein inhe duniya ki sab se taqatwar khatoon qarar diya gaya jab ke mein inhe mazkora list mein germany ki chancellor angela marker ke bad dosre number par rakha gaya,0
hindu se shadi hona bohat mushkil amar tha,0
mein india chor do quit india tehreek ke dauran bhi wo gandhi ji ke sath giraftar hue aur month ki jail kaati,0
allama ne wahin taleem paai aur apni siyasi zindagi ka aaghaz khilafat committee mein shamoliyat se kiya aur isi silsile mein jail bhi gaey,0
alipur jail mein in ki mulaqat calcutta corporation ke us waqt ke meyar mohammed usman se hui,0
halan ke mohammed ali jinnah aur mohammed ali jauhar mein siyasi ikhtelafat bhi qaiym rahe,0
bad azaa isi shehar mein november ko inteqal kar gaey,0
shahbaz sharif ko party ki qayadat sounphney ka faisla say pata chalta hai muslim leage ko sharif naam ki kashish par kitna yaqeen tha kay is be basi kay alam mein bhi inhein apni qayadat kay liye koi aur naam mouzo malom na huwa,0
may ko shahbaz sharif nay pakistan wapas aney ki koshish ki magar lahore kay alama iqbal bain ul aqwami hawai adde alama iqbal international airport say unhein wapas bhej diya gaya,0
august ko mian shahbaz sharif ko dobara agli muddat kay liye chuna gaya nawaz shrif kay mutabiq pakistani hukumat nay inhein apne bhai nawaz shahrif say mutanafir karne ki koshish bhi ki magar na kami hoi shahbaz sharif kay mutabiq woh nawaz sharif ko apne walid ki jaga samjhte hain,0
march na ahali kay case mein faisla in kay khalaf aney par shahbaz sharif ko kuch arsa kay liye iqtedar say alag bhi hona para lakin bad aza ye faisla khatam kardiya gaya aur woh aik bar phir suba punjab ki halat sudharne kay mission mein jet gaye in kay halqa e ahbab mein shamil afrad ka kehna hai kay shahbaz sharif is kam kay liye itni mehnat kar rahay hain kay in ki apni sahat kharab ho rahi hai,0
quaid e azam ko bhi chundrigar ki shakhsiyat par mukammal aitemad ibrahim ismail chundrigar ne september ko karachi mein wafaat paai,0
garmiyon ki chutiyon ke liyeh waten wapas aye to taleem adhori chor di,0
abhi shamuliyat ikhteyar na ki thi ke unhon ne aik roze apney dost ko alla angrez officer se jhar partey dekhi iss per angrez ki nokri se nafrat ho gaye,0
khan abdul ghaffar khan bacha khan ke barey bhai abdul jabbar khan doctor khan englishtan mein thay unhon ney abdul ghaffar khan ko waheen bolaya lakin walid sahib ney janey na deya keonkey doctor khan sahib ne waheen molazmat ikhteyar ker ke aik angrez khatoon se shadi ker li thi aur un walda ka kheyal tha ke bara beta to hat se geya ab chota beta bhi waheen jaker kisi angrez larki se shadi karey ga aur waheen ka ho rahey ga,0
iss tarah bacha khan taleem ke liyeh baher na jasake,0
